# True Coefficients,sklearn Coefficients,Mean Abs. Shap Values
-7.497045535213622261e-04,-7.497045535213679723e-04,6.843848317038613927e-04
-3.144296591090217120e-03,-3.144296591090212784e-03,4.445799669751676489e-04
9.283066789293725404e-03,9.283066789293727139e-03,8.321690192025357063e-03
3.124492977566996951e-03,3.124492977567012997e-03,2.331440248671419121e-03
7.298612050459826316e-04,7.298612050459733075e-04,6.442877634387435444e-04
1.063482577577279549e-03,1.063482577577286054e-03,9.009802471272443511e-04
3.533037324783908691e-03,3.533037324783897849e-03,3.292245203559414184e-03
5.196774971623119993e-03,5.196774971623119126e-03,4.631881148541051006e-03
-1.521347684852067568e-03,-1.521347684852057160e-03,1.139606295505593342e-03
-3.920775779291682007e-03,-3.920775779291680273e-03,3.552845688857106561e-03
-6.076871023069608906e-03,-6.076871023069597630e-03,5.030366704874898558e-03
2.680276198530294734e-03,2.680276198530279555e-03,2.396577091539891548e-03
-1.660656384387465805e-03,-1.660656384387466673e-03,1.537589272120542475e-03
1.156782182423066315e-03,1.156782182423060244e-03,8.873320581845933275e-04
2.295657022506392142e-03,2.295657022506406020e-03,1.784450826751456283e-03
5.532435730940780819e-04,5.532435730940714683e-04,4.315383232531395615e-04
-3.018921169679550289e-03,-3.018921169679543784e-03,2.727202042450491224e-03
-3.228749622045488411e-03,-3.228749622045492748e-03,2.757006490118984673e-03
-1.154969607207696281e-03,-1.154969607207684571e-03,8.420067210371003216e-04
-3.851090180077537672e-03,-3.851090180077540275e-03,3.509828781430782921e-03
-1.469560696653801884e-03,-1.469560696653790174e-03,1.103470032166787088e-03
-1.694711733034171344e-03,-1.694711733034154431e-03,1.492959021017925547e-03
6.072319016996514940e-03,6.072319016996519277e-03,5.559833869128044843e-03
-8.934342106287836453e-04,-8.934342106287902589e-04,6.496230105876897934e-04
3.997839891248536337e-03,3.997839891248551082e-03,1.787874643923419854e-03
5.304046608384277613e-03,5.304046608384273276e-03,4.466884808978145716e-03
-5.565091151343926415e-03,-5.565091151343932487e-03,5.106452632239393691e-03
-6.786221572878971958e-03,-6.786221572878979764e-03,6.042012278681123567e-03
3.015869507918625143e-03,3.015869507918631648e-03,2.266186941638433355e-03
2.976551203133429371e-03,2.976551203133417228e-03,2.759237218833200146e-03
3.826763154249009785e-03,3.826763154249005448e-03,3.573666181588087964e-03
-4.736556834871386706e-03,-4.736556834871398849e-03,4.406822473285559524e-03
-2.294632719584142281e-03,-2.294632719584133174e-03,1.693580356536242672e-03
2.457000836675333165e-03,2.457000836675341839e-03,2.159791090022769935e-03
-5.322788829706827721e-03,-5.322788829706832925e-03,3.879291599987961213e-03
-2.467417549175092840e-04,-2.467417549174961110e-04,1.702717314927428937e-04
-6.908189988972638501e-03,-6.908189988972656716e-03,6.132149566966391303e-03
5.653223644876291011e-03,5.653223644876306624e-03,5.124398672158446584e-03
-6.731184942290049456e-04,-6.731184942290169802e-04,5.783418316634497073e-04
-1.419010010806273907e-03,-1.419010010806271739e-03,9.251835449862274739e-04
-3.204613318036670820e-04,-3.204613318036691420e-04,1.952696863169834187e-04
-2.163137833139318691e-03,-2.163137833139322161e-03,1.958380737559935018e-03
2.315319311696203714e-03,2.315319311696199811e-03,2.163937778955611711e-03
-1.779753440447040622e-03,-1.779753440447047995e-03,1.602295600784054124e-03
4.138182942234546260e-03,4.138182942234547128e-03,3.791920456611938203e-03
-5.094664303347728497e-03,-5.094664303347731099e-03,4.011038618794644621e-03
-2.769215576141713766e-04,-2.769215576141855796e-04,1.574361805235441672e-04
4.210686379782613287e-03,4.210686379782618491e-03,3.450411978889915323e-03
7.382088172322594753e-03,7.382088172322587814e-03,6.806618746769896311e-03
5.105302889938901148e-03,5.105302889938900281e-03,4.318109629167839886e-03
-9.019256653946081548e-04,-9.019256653946244179e-04,8.224571491503096868e-04
-2.671161544446774144e-03,-2.671161544446778481e-03,1.992515445730895160e-03
1.127216607396206360e-03,1.127216607396208745e-03,9.264022828832695414e-04
8.238720687338481645e-04,8.238720687338480560e-04,5.126130815551019522e-04
1.519659647989509300e-03,1.519659647989503662e-03,9.227844130496084662e-04
-2.458935217904723546e-03,-2.458935217904722678e-03,7.022390921527112530e-04
-4.484089262424951691e-03,-4.484089262424960365e-03,3.400771606965214116e-03
7.813597438471788642e-05,7.813597438471441697e-05,7.083022190084935059e-05
-1.735911228625340152e-04,-1.735911228625316299e-04,1.591197513528902160e-04
-1.876157096383509072e-03,-1.876157096383506903e-03,1.264485611393315620e-03
-6.076565082261340886e-03,-6.076565082261339151e-03,5.541976661479128957e-03
-5.233964631802339416e-03,-5.233964631802335080e-03,1.487326234754840102e-03
-1.376333694486313276e-03,-1.376333694486309156e-03,1.252555101227352270e-03
-4.620617452121156959e-03,-4.620617452121152623e-03,4.150474543312206339e-03
5.653204257333671080e-03,5.653204257333652866e-03,4.256150293826832867e-03
-1.157992546568362748e-04,-1.157992546568251211e-04,5.863834114439492231e-05
3.930470537911788173e-03,3.930470537911795979e-03,3.041158836225978188e-03
1.481184077001943423e-03,1.481184077001958168e-03,9.944113657805509800e-04
3.491117041921120833e-03,3.491117041921118665e-03,3.217441680544523216e-03
