# True Coefficients,sklearn Coefficients,Mean Abs. Shap Values
6.700690496325736835e-04,6.700690496325698887e-04,5.991442728849728869e-04
-4.151640960968664513e-04,-4.151640960968666682e-04,3.843973180301356188e-04
2.891955456057665789e-04,2.891955456057650610e-04,2.218330145461483319e-04
5.739142556265980355e-04,5.739142556266015049e-04,4.461127066878640707e-04
1.383108932735195205e-04,1.383108932735178671e-04,1.078845808132848904e-04
-7.547302924198875723e-04,-7.547302924198859460e-04,6.818005106126228060e-04
-8.071874055113721028e-04,-8.071874055113731870e-04,6.892516225297461684e-04
-2.887424018019240702e-04,-2.887424018019211429e-04,2.105016802592750804e-04
-9.627725450193844181e-04,-9.627725450193850686e-04,8.774571953576957304e-04
-3.673901741634504709e-04,-3.673901741634475436e-04,2.758675080416967719e-04
-4.236779332585428361e-04,-4.236779332585386077e-04,3.732397552544813868e-04
1.518079754249128735e-03,1.518079754249129819e-03,1.389958467282011211e-03
-2.233585526571959113e-04,-2.233585526571975647e-04,1.624057526469224483e-04
9.994599728121340843e-04,9.994599728121377705e-04,4.469686609808549635e-04
1.326011652096069403e-03,1.326011652096068319e-03,1.116721202244536429e-03
-1.391272787835981604e-03,-1.391272787835983122e-03,1.276613158059848423e-03
-1.696555393219742990e-03,-1.696555393219744941e-03,1.510503069670280892e-03
7.539673769796562857e-04,7.539673769796579120e-04,5.665467354096083387e-04
7.441378007833573428e-04,7.441378007833543071e-04,6.898093047083000365e-04
9.566907885622524463e-04,9.566907885622513621e-04,8.934165453970219911e-04
-1.184139208717846677e-03,-1.184139208717849712e-03,1.101705618321389881e-03
-5.736581798960355702e-04,-5.736581798960332934e-04,4.233950891340606680e-04
6.142502091688332912e-04,6.142502091688354596e-04,5.399477725056924839e-04
-1.330697207426706930e-03,-1.330697207426708231e-03,9.698228999969903032e-04
-6.168543872937732101e-05,-6.168543872937402774e-05,4.256793287318572344e-05
-1.727047497243159625e-03,-1.727047497243164179e-03,1.533037391741597826e-03
1.413305911219072753e-03,1.413305911219076656e-03,1.281099668039611646e-03
-1.682796235572512364e-04,-1.682796235572542451e-04,1.445854579158624268e-04
-3.547525027015684769e-04,-3.547525027015679348e-04,2.312958862465568685e-04
-8.011533295091677049e-05,-8.011533295091728549e-05,4.881742157924585468e-05
-5.407844582848296729e-04,-5.407844582848305402e-04,4.895951843899837546e-04
5.788298279240509285e-04,5.788298279240499528e-04,5.409844447389029276e-04
-4.449383601117601556e-04,-4.449383601117619987e-04,4.005739001960135310e-04
1.034545735558636565e-03,1.034545735558636782e-03,9.479801141529845508e-04
-1.273666075836932124e-03,-1.273666075836932775e-03,1.002759654698661155e-03
-6.923038940354284414e-05,-6.923038940354639490e-05,3.935904513088604181e-05
1.052671594945653322e-03,1.052671594945654623e-03,8.626029947224788308e-04
1.845522043080648688e-03,1.845522043080646954e-03,1.701654686692474078e-03
1.276325722484725287e-03,1.276325722484725070e-03,1.079527407291959971e-03
-2.254814163486520387e-04,-2.254814163486561045e-04,2.056142872875774217e-04
-6.677903861116935361e-04,-6.677903861116946203e-04,4.981288614327237900e-04
2.818041518490515900e-04,2.818041518490521863e-04,2.316005707208173853e-04
2.059680171834620411e-04,2.059680171834620140e-04,1.281532703887754880e-04
3.799149119973773249e-04,3.799149119973759155e-04,2.306961032624021165e-04
-6.147338044761808864e-04,-6.147338044761806695e-04,1.755597730381778133e-04
-1.121022315606237923e-03,-1.121022315606240091e-03,8.501929017413035290e-04
1.953399359617947161e-05,1.953399359617860424e-05,1.770755547521233765e-05
-4.339778071563350379e-05,-4.339778071563290748e-05,3.977993783822255400e-05
-4.690392740958772679e-04,-4.690392740958767258e-04,3.161214028483289051e-04
-1.519141270565335222e-03,-1.519141270565334788e-03,1.385494165369782239e-03
-1.308491157950584854e-03,-1.308491157950583770e-03,3.718315586887100256e-04
-3.440834236215783190e-04,-3.440834236215772890e-04,3.131387753068380674e-04
-1.155154363030289240e-03,-1.155154363030288156e-03,1.037618635828051585e-03
1.413301064333417770e-03,1.413301064333413216e-03,1.064037573456708217e-03
-2.894981366420906871e-05,-2.894981366420628028e-05,1.465958528609873058e-05
9.826176344779470433e-04,9.826176344779489948e-04,7.602897090564945471e-04
3.702960192504858557e-04,3.702960192504895420e-04,2.486028414451377450e-04
8.727792604802802083e-04,8.727792604802796662e-04,8.043604201361308041e-04
