# True Coefficients,sklearn Coefficients,Mean Abs. Shap Values
-1.573520625030364615e-03,-1.573520625030372204e-03,1.306843086027291434e-03
-4.288634159319188203e-04,-4.288634159319245666e-04,3.561621457140630312e-04
-2.418956298894110301e-03,-2.418956298894112036e-03,1.309876581278415124e-03
-5.622784151410216424e-04,-5.622784151410246782e-04,5.132886237778945537e-04
-2.358222443317662623e-03,-2.358222443317667394e-03,3.334349752313764143e-04
6.962300091970294487e-03,6.962300091970300558e-03,6.241267644019202546e-03
2.343369733175247605e-03,2.343369733175252809e-03,1.748580186503812623e-03
5.473959037844870279e-04,5.473959037844838837e-04,4.832158225790576041e-04
7.976119331829596617e-04,7.976119331829607459e-04,6.757351853454914578e-04
2.649777993587931410e-03,2.649777993587927941e-03,2.469183902669897825e-03
3.897581228717340428e-03,3.897581228717340862e-03,3.473910861405934622e-03
-1.141010763639050676e-03,-1.141010763639043087e-03,8.547047216292793029e-04
-2.940581834468761722e-03,-2.940581834468766493e-03,2.664634266642711309e-03
-4.557653267302206462e-03,-4.557653267302199523e-03,3.772775028656062245e-03
2.010207148897720942e-03,2.010207148897703595e-03,1.797432818655003879e-03
-1.245492288290599246e-03,-1.245492288290599029e-03,1.153191954090326300e-03
8.675866368172996824e-04,8.675866368172899246e-04,6.654990436384425291e-04
1.721742766879794106e-03,1.721742766879805382e-03,1.338338120063588092e-03
4.149326798205585885e-04,4.149326798205488307e-04,3.236537424398299649e-04
-2.264190877259662608e-03,-2.264190877259660874e-03,2.045401531837760540e-03
-2.421562216534116525e-03,-2.421562216534116525e-03,2.067754867589378150e-03
-8.662272054057722648e-04,-8.662272054057664102e-04,6.315050407778290088e-04
-2.888317635058153254e-03,-2.888317635058151520e-03,2.632371586072957629e-03
-1.102170522490351521e-03,-1.102170522490344799e-03,8.276025241252011212e-04
-1.271033799775628508e-03,-1.271033799775617666e-03,1.119719265763452617e-03
4.554239262747386205e-03,4.554239262747394011e-03,4.169875401845754559e-03
-6.700756579715877069e-04,-6.700756579715956215e-04,4.872172579407378005e-04
2.998379918436402253e-03,2.998379918436410926e-03,1.340905982942486828e-03
3.978034956288208426e-03,3.978034956288210161e-03,3.350163606733345175e-03
-4.173818363507945245e-03,-4.173818363507952184e-03,3.829839474180064384e-03
-5.089666179659228969e-03,-5.089666179659233305e-03,4.531509209010788249e-03
2.261902130938968965e-03,2.261902130938975904e-03,1.699640206228557543e-03
2.232413402350072028e-03,2.232413402350062921e-03,2.069427914124709507e-03
2.870072365686757339e-03,2.870072365686752568e-03,2.680249636191253323e-03
-3.552417626153540030e-03,-3.552417626153545234e-03,3.305116854964411637e-03
-1.720974539688106602e-03,-1.720974539688103133e-03,1.270185267402174469e-03
1.842750627506500091e-03,1.842750627506511149e-03,1.619843317516882295e-03
-3.992091622280121224e-03,-3.992091622280126428e-03,2.909468699991161079e-03
-1.850563161881319495e-04,-1.850563161881228422e-04,1.277037986195535789e-04
-5.181142491729478876e-03,-5.181142491729491886e-03,4.599112175224387769e-03
4.239917733657218475e-03,4.239917733657232353e-03,3.843299004119004724e-03
-5.048388706717537363e-04,-5.048388706717621931e-04,4.337563737475704753e-04
-1.064257508104705539e-03,-1.064257508104707491e-03,6.938876587396730720e-04
-2.403459988527503115e-04,-2.403459988527519107e-04,1.464522647377578522e-04
-1.622353374854489019e-03,-1.622353374854487718e-03,1.468785553170055130e-03
1.736489483772152677e-03,1.736489483772145521e-03,1.622953334216491617e-03
-1.334815080335280358e-03,-1.334815080335284912e-03,1.201721700588057832e-03
3.103637206675909695e-03,3.103637206675910996e-03,2.843940342458873421e-03
-3.820998227510796156e-03,-3.820998227510794855e-03,3.008278964096141109e-03
-2.076911682106285324e-04,-2.076911682106466657e-04,1.180771353926577392e-04
3.158014784836959965e-03,3.158014784836964302e-03,2.587808984167262478e-03
5.536566129241945848e-03,5.536566129241940644e-03,5.104964060077237485e-03
3.828977167454175861e-03,3.828977167454176295e-03,3.238582221875469219e-03
-6.764442490459561703e-04,-6.764442490459652776e-04,6.168428618627785605e-04
-2.003371158335080608e-03,-2.003371158335086246e-03,1.494386584298113907e-03
8.454124555471548242e-04,8.454124555471566674e-04,6.948017121624699369e-04
6.179040515503860962e-04,6.179040515503853373e-04,3.844598111663332404e-04
1.139744735992131866e-03,1.139744735992130348e-03,6.920883097872312321e-04
-1.844201413428542659e-03,-1.844201413428543310e-03,5.266793191146105536e-04
-3.363066946818714202e-03,-3.363066946818720274e-03,2.550578705224052726e-03
5.860198078853840804e-05,5.860198078853429485e-05,5.312266642563694179e-05
-1.301933421469005114e-04,-1.301933421468955783e-04,1.193398135146672012e-04
-1.407117822287631695e-03,-1.407117822287628659e-03,9.483642085450496532e-04
-4.557423811696005231e-03,-4.557423811696008700e-03,4.156482496109674581e-03
-3.925473473851755213e-03,-3.925473473851748274e-03,1.115494676066262295e-03
-1.032250270864734903e-03,-1.032250270864735770e-03,9.394163259205623407e-04
-3.465463089090867720e-03,-3.465463089090863383e-03,3.112855907483875681e-03
4.239903193000253527e-03,4.239903193000244853e-03,3.192112720369940336e-03
-8.684944099262720274e-05,-8.684944099261477507e-05,4.397875585829525661e-05
2.947852903433841130e-03,2.947852903433846334e-03,2.280869127169205760e-03
1.110888057751457459e-03,1.110888057751466132e-03,7.458085243353756132e-04
2.618337781440840516e-03,2.618337781440836180e-03,2.413081260408458766e-03
