# True Coefficients,sklearn Coefficients,Mean Abs. Shap Values
4.997299864060670421e-03,4.997299864060690371e-03,2.234843304904106549e-03
6.630058260480346799e-03,6.630058260480348534e-03,5.583606011222354282e-03
-6.956363939179908452e-03,-6.956363939179909320e-03,6.383065790299819776e-03
-8.482776966098715815e-03,-8.482776966098726223e-03,7.552515348350867345e-03
3.769836884898281754e-03,3.769836884898292162e-03,2.832733677047785496e-03
3.720689003916786714e-03,3.720689003916774137e-03,3.449046523541496496e-03
4.783453942811262231e-03,4.783453942811258762e-03,4.467082726985087404e-03
-5.920696043589233383e-03,-5.920696043589242057e-03,5.508528091606811061e-03
-2.868290899480177743e-03,-2.868290899480176442e-03,2.116975445670365736e-03
3.071251045844166673e-03,3.071251045844178382e-03,2.699738862528420786e-03
-6.653486037133535085e-03,-6.653486037133539421e-03,4.849114499985056684e-03
-3.084271936468866186e-04,-3.084271936468633082e-04,2.128396643659302299e-04
-8.635237486215797259e-03,-8.635237486215818076e-03,7.665186958707951616e-03
7.066529556095363547e-03,7.066529556095386098e-03,6.405498340198627870e-03
-8.413981177862561549e-04,-8.413981177862739358e-04,7.229272895793067673e-04
-1.773762513507842493e-03,-1.773762513507838590e-03,1.156479431232663264e-03
-4.005766647545838796e-04,-4.005766647545917943e-04,2.440871078962460108e-04
-2.703922291424148364e-03,-2.703922291424147497e-03,2.447975921950164020e-03
2.894149139620254534e-03,2.894149139620249764e-03,2.704922223694159779e-03
-2.224691800558800669e-03,-2.224691800558809343e-03,2.002869500980314962e-03
5.172728677793182392e-03,5.172728677793178055e-03,4.739900570765066302e-03
-6.368330379184660404e-03,-6.368330379184656068e-03,5.013798273493751817e-03
-3.461519470177141936e-04,-3.461519470177392387e-04,1.967952256544257435e-04
5.263357974728266608e-03,5.263357974728270078e-03,4.313014973612460182e-03
9.227610215403244526e-03,9.227610215403227178e-03,8.508273433461858645e-03
6.381628612423626869e-03,6.381628612423618195e-03,5.397637036459973330e-03
-1.127407081743260139e-03,-1.127407081743277920e-03,1.028071436437902721e-03
-3.338951930558467680e-03,-3.338951930558478089e-03,2.490644307163845765e-03
1.409020759245258004e-03,1.409020759245256920e-03,1.158002853604203587e-03
1.029840085917310124e-03,1.029840085917312510e-03,6.407663519437955830e-04
1.899574559986886516e-03,1.899574559986884348e-03,1.153480516312006300e-03
-3.073669022380904215e-03,-3.073669022380908986e-03,8.777988651908845939e-04
-5.605111578031190048e-03,-5.605111578031194385e-03,4.250964508706714211e-03
9.766996798089735803e-05,9.766996798089237070e-05,8.853777737606266063e-05
-2.169889035781675190e-04,-2.169889035781732110e-04,1.988996891911426804e-04
-2.345196370479386231e-03,-2.345196370479380159e-03,1.580607014241805800e-03
-7.595706352826675674e-03,-7.595706352826669602e-03,6.927470826849900856e-03
-6.542455789752924487e-03,-6.542455789752921018e-03,1.859157793443799332e-03
-1.720417118107891432e-03,-1.720417118107895119e-03,1.565693876534103926e-03
-5.775771815151446199e-03,-5.775771815151441863e-03,5.188093179139915967e-03
7.066505321667089501e-03,7.066505321667078225e-03,5.320187867283454781e-03
-1.447490683210453334e-04,-1.447490683210350335e-04,7.329792643049586195e-05
4.913088172389735650e-03,4.913088172389739119e-03,3.801448545282221526e-03
1.851480096252429170e-03,1.851480096252446084e-03,1.243014207225679509e-03
4.363896302401400716e-03,4.363896302401396379e-03,4.021802100680615423e-03
